Basin Selected: Colorado
NVIDIA GeForce RTX 2080 Ti

Lag: 3
Stop at: 0.95
Train / test split %: 0.9
Will run for (epochs): 100

Training started at 2022-07-18 07:46:05
epoch 0 train:	 [0.06]
epoch 1 train:	 [0.15]
epoch 2 train:	 [0.19]
epoch 3 train:	 [0.21]
epoch 4 train:	 [0.24]
epoch 5 train:	 [0.25]
epoch 6 train:	 [0.27]
epoch 7 train:	 [0.29]
epoch 8 train:	 [0.3]
epoch 9 train:	 [0.31]
epoch 10 train:	 [0.32]
epoch 11 train:	 [0.33]
epoch 12 train:	 [0.34]
epoch 13 train:	 [0.35]
epoch 14 train:	 [0.36]
epoch 15 train:	 [0.36]
epoch 16 train:	 [0.37]
epoch 17 train:	 [0.38]
epoch 18 train:	 [0.39]
epoch 19 train:	 [0.39]
epoch 20 train:	 [0.39]
epoch 21 train:	 [0.4]
epoch 22 train:	 [0.41]
epoch 23 train:	 [0.41]
epoch 24 train:	 [0.42]
epoch 25 train:	 [0.42]
epoch 26 train:	 [0.43]
epoch 27 train:	 [0.43]
epoch 28 train:	 [0.44]
epoch 29 train:	 [0.44]
epoch 30 train:	 [0.44]
epoch 31 train:	 [0.45]
epoch 32 train:	 [0.46]
epoch 33 train:	 [0.46]
epoch 34 train:	 [0.46]
epoch 35 train:	 [0.47]
epoch 36 train:	 [0.47]
epoch 37 train:	 [0.48]
epoch 38 train:	 [0.48]
epoch 39 train:	 [0.48]
epoch 40 train:	 [0.49]
epoch 41 train:	 [0.49]
epoch 42 train:	 [0.49]
epoch 43 train:	 [0.5]
epoch 44 train:	 [0.5]
epoch 45 train:	 [0.51]
epoch 46 train:	 [0.51]
epoch 47 train:	 [0.51]
epoch 48 train:	 [0.52]
epoch 49 train:	 [0.52]
epoch 50 train:	 [0.52]
epoch 51 train:	 [0.53]
epoch 52 train:	 [0.53]
epoch 53 train:	 [0.53]
epoch 54 train:	 [0.54]
epoch 55 train:	 [0.54]
epoch 56 train:	 [0.54]
epoch 57 train:	 [0.55]
epoch 58 train:	 [0.55]
epoch 59 train:	 [0.55]
epoch 60 train:	 [0.56]
epoch 61 train:	 [0.56]
epoch 62 train:	 [0.56]
epoch 63 train:	 [0.56]
epoch 64 train:	 [0.57]
epoch 65 train:	 [0.57]
epoch 66 train:	 [0.57]
epoch 67 train:	 [0.57]
epoch 68 train:	 [0.58]
epoch 69 train:	 [0.58]
epoch 70 train:	 [0.58]
epoch 71 train:	 [0.58]
epoch 72 train:	 [0.58]
epoch 73 train:	 [0.59]
epoch 74 train:	 [0.59]
epoch 75 train:	 [0.59]
epoch 76 train:	 [0.59]
epoch 77 train:	 [0.59]
epoch 78 train:	 [0.6]
epoch 79 train:	 [0.6]
epoch 80 train:	 [0.6]
epoch 81 train:	 [0.6]
epoch 82 train:	 [0.61]
epoch 83 train:	 [0.61]
epoch 84 train:	 [0.61]
epoch 85 train:	 [0.61]
epoch 86 train:	 [0.61]
epoch 87 train:	 [0.61]
epoch 88 train:	 [0.62]
epoch 89 train:	 [0.62]
epoch 90 train:	 [0.62]
epoch 91 train:	 [0.62]
epoch 92 train:	 [0.62]
epoch 93 train:	 [0.63]
epoch 94 train:	 [0.63]
epoch 95 train:	 [0.63]
epoch 96 train:	 [0.63]
epoch 97 train:	 [0.63]
epoch 98 train:	 [0.63]
epoch 99 train:	 [0.63]
Training time 7.11043 (minutes)

R²	[-0.055]
KGE	[0.558]
r	[0.845]
α	[0.593]
β	[0.923]
NSE	[62.9]
